Accession,Species,Genus,Family,Order,Class,Phylum,Kingdom,Complete_BUSCOs,Single_Copy_BUSCOs,Fragmented_BUSCOs,Missing_BUSCOs,Selection_Reason,primary_lifestyle,Growth_form_template
GCF_000143565.1,Laccaria bicolor,Laccaria,Hydnangiaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,728,718,9,21,GCF_preferred_from_2,ectomycorrhizal,filamentous_mycelium
GCA_900074725.1,Lachancea dasiensis,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,739,738,1,18,unique,nectar/tap_saprotroph,yeast-like
GCA_900074765.1,Lachancea fermentati,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,750,749,0,8,unique,nectar/tap_saprotroph,yeast-like
GCF_000938715.1,Lachancea lanzarotensis,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,748,747,0,10,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCA_900074715.1,Lachancea meyersii,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,746,745,1,11,unique,nectar/tap_saprotroph,yeast-like
GCA_900074745.1,Lachancea mirantina,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,737,736,1,20,unique,nectar/tap_saprotroph,yeast-like
GCA_900074755.1,Lachancea nothofagi,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,745,744,0,13,unique,nectar/tap_saprotroph,yeast-like
GCA_002900925.1,Lachancea quebecensis,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,749,747,1,8,unique,nectar/tap_saprotroph,yeast-like
GCA_900074735.1,Lachancea sp. 'fantastica',Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,747,746,0,11,unique,nectar/tap_saprotroph,yeast-like
GCF_000142805.1,Lachancea thermotolerans,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,745,743,2,11,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCA_007821475.1,Lachnellula arida,Lachnellula,Lachnaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,737,732,9,12,unique,wood_saprotroph,filamentous_mycelium
GCA_007825325.1,Lachnellula cervina,Lachnellula,Lachnaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,733,729,14,11,unique,wood_saprotroph,filamentous_mycelium
GCF_007821495.1,Lachnellula hyalina,Lachnellula,Lachnaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,741,739,6,11,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCA_007821535.1,Lachnellula occidentalis,Lachnellula,Lachnaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,739,736,6,13,unique,wood_saprotroph,filamentous_mycelium
GCA_007821545.1,Lachnellula subtilissima,Lachnellula,Lachnaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,717,715,22,19,unique,wood_saprotroph,filamentous_mycelium
GCA_007825345.1,Lachnellula suecica,Lachnellula,Lachnaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,705,701,33,20,unique,wood_saprotroph,filamentous_mycelium
GCA_007825375.1,Lachnellula willkommii,Lachnellula,Lachnaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,702,696,38,18,unique,wood_saprotroph,filamentous_mycelium
GCA_021524915.1,Lactarius akahatsu,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,735,586,6,17,unique,ectomycorrhizal,filamentous_mycelium
GCA_021525775.1,Lactarius deliciosus,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,724,378,10,24,unique,ectomycorrhizal,filamentous_mycelium
GCA_021525005.1,Lactarius hatsudake,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,732,460,6,20,unique,ectomycorrhizal,filamentous_mycelium
GCA_021525025.1,Lactarius hengduanensis,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,698,610,12,48,unique,ectomycorrhizal,filamentous_mycelium
GCA_025766275.1,Lactarius indigo,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,728,413,10,20,unique,ectomycorrhizal,filamentous_mycelium
GCA_025769895.1,Lactarius psammicola,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,727,606,11,20,unique,ectomycorrhizal,filamentous_mycelium
GCA_021525015.1,Lactarius pseudohatsudake,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,730,475,6,22,unique,ectomycorrhizal,filamentous_mycelium
GCA_015025155.1,Lactarius quietus,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,724,619,7,27,unique,ectomycorrhizal,filamentous_mycelium
GCA_021527775.1,Lactarius sanguifluus,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,726,467,15,17,unique,ectomycorrhizal,filamentous_mycelium
GCA_021527035.1,Lactarius vividus,Lactarius,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,732,661,6,20,unique,ectomycorrhizal,filamentous_mycelium
GCA_022496195.1,Lactifluus subvellereus,Lactifluus,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,728,705,5,25,unique,ectomycorrhizal,filamentous_mycelium
GCA_022376515.1,Lactifluus volemus,Lactifluus,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,718,493,11,29,unique,ectomycorrhizal,filamentous_mycelium
GCF_001632365.1,Laetiporus sulphureus,Laetiporus,Laetiporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,726,715,9,23,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_022814265.1,Lambiella insularis,Lambiella,Xylographaceae,Baeomycetales,Lecanoromycetes,Ascomycota,Fungi,750,749,2,6,unique,lichenized,thallus_photosynthetic
GCA_020310465.1,Lanmaoa asiatica,Lanmaoa,Boletaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,724,700,7,27,unique,ectomycorrhizal,filamentous_mycelium
GCA_008636195.1,Lasallia pustulata,Lasallia,Umbilicariaceae,Umbilicariales,Lecanoromycetes,Ascomycota,Fungi,721,710,16,21,GCA_only_from_2,lichenized,thallus_photosynthetic
GCA_030512325.1,Lasiodiplodia hormozganensis,Lasiodiplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota,Fungi,753,749,3,2,unique,plant_pathogen,filamentous_mycelium
GCF_012971845.1,Lasiodiplodia theobromae,Lasiodiplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota,Fungi,752,747,4,2,GCF_preferred_from_4,plant_pathogen,filamentous_mycelium
GCA_033439745.1,Lasiosphaeria hispida,Lasiosphaeria,Lasiosphaeriaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,746,740,2,10,unique,unspecified_saprotroph,filamentous_mycelium
GCF_030549165.1,Lasiosphaeria miniovina,Lasiosphaeria,Lasiosphaeriaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,747,743,2,9,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_033439765.1,Lasiosphaeria ovina,Lasiosphaeria,Lasiosphaeriaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,747,742,3,8,unique,unspecified_saprotroph,filamentous_mycelium
GCA_030549175.1,Lasiosphaeris hirsuta,Lasiosphaeris,Lasiosphaeriaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,746,742,1,11,unique,unspecified_saprotroph,filamentous_mycelium
GCA_003056605.2,Lecanicillium sp. MT-2017a,Lecanicillium,Cordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,750,749,2,6,unique,animal_parasite,filamentous_mycelium
GCA_963674455.1,Lecanosticta acicola,Lecanosticta,Mycosphaerellaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,755,753,1,2,unique,plant_pathogen,filamentous_mycelium
GCA_028011355.1,Lentinula aciculospora,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,724,38,10,24,unique,wood_saprotroph,filamentous_mycelium
GCA_027886315.1,Lentinula aff. detonsa,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,732,726,13,13,GCA_only_from_2,wood_saprotroph,filamentous_mycelium
GCA_027886305.1,Lentinula aff. lateritia,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,711,702,20,27,unique,wood_saprotroph,filamentous_mycelium
GCA_027886635.1,Lentinula boryana,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,732,726,11,15,unique,wood_saprotroph,filamentous_mycelium
GCA_027886465.1,Lentinula detonsa,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,729,724,9,20,GCA_only_from_2,wood_saprotroph,filamentous_mycelium
GCA_027919855.1,Lentinula guzmanii,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,724,717,14,20,unique,wood_saprotroph,filamentous_mycelium
GCA_027917355.1,Lentinula lateritia,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,710,700,20,28,GCA_only_from_3,wood_saprotroph,filamentous_mycelium
GCA_027921425.1,Lentinula novae-zelandiae,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,711,705,14,33,unique,wood_saprotroph,filamentous_mycelium
GCA_027886735.1,Lentinula raphanica,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,725,721,13,20,GCA_only_from_6,wood_saprotroph,filamentous_mycelium
GCA_003367725.1,Lentinus brumalis,Lentinus,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,732,724,6,20,unique,wood_saprotroph,filamentous_mycelium
GCF_003813185.1,Lentinus tigrinus,Lentinus,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,736,727,5,17,GCF_preferred_from_3,wood_saprotroph,filamentous_mycelium
GCA_010405425.1,Lentithecium fluviatile,Lentithecium,Lentitheciaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,750,748,2,6,unique,wood_saprotroph,filamentous_mycelium
GCA_022264855.1,Lenzites betulinus,Lenzites,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,729,724,11,18,unique,wood_saprotroph,filamentous_mycelium
GCA_001692735.1,Lepidopterella palustris,Lepidopterella,Argynnaceae,Mytilinidiales,Dothideomycetes,Ascomycota,Fungi,745,744,2,11,unique,wood_saprotroph,filamentous_mycelium
GCA_042464665.1,Lepraria finkii,Lepraria,Stereocaulaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,741,736,6,11,unique,lichenized,thallus_photosynthetic
GCA_033220425.1,Lepraria neglecta,Lepraria,Stereocaulaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,749,745,1,8,unique,lichenized,thallus_photosynthetic
GCA_021432625.1,Leptodontidium sp. 2 PMI_412,Leptodontidium,Leptodontidiaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,749,741,1,8,unique,litter_saprotroph,filamentous_mycelium
GCA_020726505.1,Leptodontidium sp. MPI-SDFR-AT-0119,Leptodontidium,Leptodontidiaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,746,738,1,11,unique,litter_saprotroph,filamentous_mycelium
GCF_000143105.1,Leptographium clavigerum,Leptographium,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota,Fungi,741,739,4,13,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCF_014066305.1,Letharia columbiana,Letharia,Parmeliaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,739,709,3,16,GCF_preferred_from_2,lichenized,thallus_photosynthetic
GCF_014066315.1,Letharia lupina,Letharia,Parmeliaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,746,743,1,11,GCF_preferred_from_2,lichenized,thallus_photosynthetic
GCA_023646045.1,Letrouitia transgressa,Letrouitia,Letrouitiaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,755,752,0,3,GCA_only_from_2,lichenized,thallus_photosynthetic
GCA_001563735.1,Leucoagaricus sp. SymC.cos,Leucoagaricus,Agaricaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,715,698,10,33,unique,soil_saprotroph,filamentous_mycelium
GCA_013368445.1,Leucocoprinus leucothites,Leucocoprinus,Agaricaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,731,710,7,20,unique,soil_saprotroph,filamentous_mycelium
GCA_021014945.1,Leucogyrophana mollusca,Leucogyrophana,Unknown,Boletales,Agaricomycetes,Basidiomycota,Fungi,735,733,10,13,unique,wood_saprotroph,filamentous_mycelium
GCA_000827185.1,Leucogyrophana pinastri,Leucogyrophana,Unknown,Boletales,Agaricomycetes,Basidiomycota,Fungi,722,708,10,26,unique,wood_saprotroph,filamentous_mycelium
GCA_002105055.1,Leucosporidium creatinivorum,Leucosporidium,Leucosporidiaceae,Leucosporidiales,Microbotryomycetes,Basidiomycota,Fungi,646,643,28,84,unique,soil_saprotroph,yeast-like
GCA_026054655.1,Lichina confinis,Lichina,Lichinaceae,Lichinales,Lichinomycetes,Ascomycota,Fungi,727,725,4,27,unique,lichenized,thallus_photosynthetic
GCA_000723665.1,Lichtheimia corymbifera,Lichtheimia,Lichtheimiaceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,642,581,13,103,unique,soil_saprotroph,filamentous_mycelium
GCA_025094155.1,Lichtheimia hyalospora,Lichtheimia,Lichtheimiaceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,726,648,9,23,unique,soil_saprotroph,filamentous_mycelium
GCF_029851405.1,Lichtheimia ornata,Lichtheimia,Lichtheimiaceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,731,650,8,19,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_000945115.1,Lichtheimia ramosa,Lichtheimia,Lichtheimiaceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,732,653,4,22,unique,soil_saprotroph,filamentous_mycelium
GCA_022814235.1,Lignoscripta atroalba,Lignoscripta,Trapeliaceae,Trapeliales,Lecanoromycetes,Ascomycota,Fungi,755,754,0,3,unique,lichenized,thallus_photosynthetic
GCF_038497785.1,Limtongia smithiae,Limtongia,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,714,710,24,20,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_002104995.1,Linderina pennispora,Linderina,Kickxellaceae,Kickxellales,Kickxellomycetes,Zoopagomycota,Fungi,613,438,42,103,GCF_preferred_from_3,soil_saprotroph,filamentous_mycelium
GCF_010093535.1,Lindgomyces ingoldianus,Lindgomyces,Lindgomycetaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,752,747,2,4,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCA_010093515.1,Lineolata rhizophorae,Lineolata,Lineolataceae,Lineolatales,Dothideomycetes,Ascomycota,Fungi,751,748,3,4,unique,unspecified_saprotroph,filamentous_mycelium
GCA_036320915.1,Linnemannia elongata,Linnemannia,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,739,668,3,16,GCA_only_from_8,,
GCA_016097895.1,Linnemannia exigua,Linnemannia,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,703,658,24,31,unique,,
GCA_033807515.1,Linnemannia gamsii,Linnemannia,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,733,667,10,15,GCA_only_from_3,,
GCA_019671135.1,Linnemannia hyalina,Linnemannia,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,730,664,12,16,unique,,
GCA_015847235.1,Linnemannia zychae,Linnemannia,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,733,672,10,15,GCA_only_from_2,,
GCF_038497795.1,Lipomyces arxii,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,726,724,16,16,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_038497645.1,Lipomyces chichibuensis,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,721,714,19,18,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_038497915.1,Lipomyces doorenjongii,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,721,715,20,17,GCF_preferred_from_4,nectar/tap_saprotroph,yeast-like
GCF_038497905.1,Lipomyces japonicus,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,724,719,17,17,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCA_038497665.1,Lipomyces kononenkoae,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,722,716,21,15,GCA_only_from_2,nectar/tap_saprotroph,yeast-like
GCA_038497805.1,Lipomyces mesembrius,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,717,711,24,17,unique,nectar/tap_saprotroph,yeast-like
GCF_038497815.1,Lipomyces oligophaga,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,722,719,15,21,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCA_038497515.1,Lipomyces orientalis,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,725,718,22,11,unique,nectar/tap_saprotroph,yeast-like
GCA_038497525.1,Lipomyces starkeyi,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,724,718,18,16,GCA_only_from_7,nectar/tap_saprotroph,yeast-like
GCF_029532465.1,Lipomyces tetrasporus,Lipomyces,Lipomycetaceae,Lipomycetales,Lipomycetes,Ascomycota,Fungi,724,717,19,15,GCF_preferred_from_5,nectar/tap_saprotroph,yeast-like
GCF_036872675.1,Lithohypha guttulata,Lithohypha,Trichomeriaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,749,748,1,8,GCF_preferred_from_6,unspecified_saprotroph,
GCA_009982855.1,Lizonia empirigonia,Lizonia,Pseudoperisporiaceae,Unknown,Dothideomycetes,Ascomycota,Fungi,745,742,8,5,unique,plant_pathogen,filamentous_mycelium
GCA_022814215.1,Lobaria immixta,Lobaria,Lobariaceae,Peltigerales,Lecanoromycetes,Ascomycota,Fungi,750,741,1,7,unique,lichenized,thallus_photosynthetic
GCF_002105155.1,Lobosporangium transversale,Lobosporangium,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,725,667,6,27,GCF_preferred_from_3,soil_saprotroph,filamentous_mycelium
GCF_963989305.1,Lodderomyces beijingensis,Lodderomyces,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,715,703,1,42,GCF_preferred_from_2,animal_parasite,yeast-like
GCF_030384665.1,Lodderomyces elongisporus,Lodderomyces,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,706,705,8,44,GCF_preferred_from_4,animal_parasite,yeast-like
GCA_010094045.1,Lojkania enalia,Lojkania,Unknown,Pleosporales,Dothideomycetes,Ascomycota,Fungi,752,751,1,5,unique,litter_saprotroph,filamentous_mycelium
GCA_002276285.1,Lomentospora prolificans,Lomentospora,Microascaceae,Microascales,Sordariomycetes,Ascomycota,Fungi,750,743,3,5,unique,soil_saprotroph,filamentous_mycelium
GCA_010405375.1,Lophiostoma macrostomum,Lophiostoma,Lophiostomataceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,754,753,1,3,unique,wood_saprotroph,filamentous_mycelium
GCA_010015825.1,Lophiotrema nucula,Lophiotrema,Lophiotremataceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,748,743,1,9,unique,wood_saprotroph,filamentous_mycelium
GCA_010093605.1,Lophium mytilinum,Lophium,Mytilinidiaceae,Mytilinidiales,Dothideomycetes,Ascomycota,Fungi,749,749,4,5,unique,litter_saprotroph,filamentous_mycelium
GCA_022814175.1,Loxospora ochrophaea,Loxospora,Sarrameanaceae,Sarrameanales,Lecanoromycetes,Ascomycota,Fungi,753,752,1,4,unique,lichenized,thallus_photosynthetic
GCA_015680635.1,Lunasporangiospora selenospora,Lunasporangiospora,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota,Fungi,666,638,49,43,unique,,
GCA_014905825.1,Lyophyllum atratum,Lyophyllum,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,736,204,5,17,unique,ectomycorrhizal,filamentous_mycelium
GCA_026008595.1,Lyophyllum shimeji,Lyophyllum,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,736,730,8,14,unique,ectomycorrhizal,filamentous_mycelium
GCA_015584085.1,Macrolepiota fuliginosa,Macrolepiota,Agaricaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,735,731,10,13,unique,litter_saprotroph,filamentous_mycelium
GCA_020744275.1,Macrophomina phaseolina,Macrophomina,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota,Fungi,744,740,6,8,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCF_010093625.1,Macroventuria anomochaeta,Macroventuria,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,753,751,1,4,GCF_preferred_from_2,litter_saprotroph,filamentous_mycelium
GCF_045866475.1,Madurella fahalii,Madurella,Unknown,Sordariales,Sordariomycetes,Ascomycota,Fungi,748,746,0,10,GCF_preferred_from_2,animal_parasite,filamentous_mycelium
GCA_000193285.1,Magnaporthiopsis poae,Magnaporthiopsis,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota,Fungi,607,605,61,90,unique,other,filamentous_mycelium
GCF_902498895.1,Magnusiomyces paraingens,Magnusiomyces,Dipodascaceae,Dipodascales,Dipodascomycetes,Ascomycota,Fungi,739,736,2,17,GCF_preferred_from_2,animal_parasite,yeast-like
GCA_029542905.1,Malassezia arunalokei,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,716,714,5,37,unique,soil_saprotroph,yeast-like
GCA_029542985.1,Malassezia brasiliensis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,707,706,13,38,unique,soil_saprotroph,yeast-like
GCA_029542885.1,Malassezia caprae,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,708,706,12,38,unique,soil_saprotroph,yeast-like
GCA_029542805.1,Malassezia cuniculi,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,716,714,5,37,unique,soil_saprotroph,yeast-like
GCA_029542865.1,Malassezia equina,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,705,703,12,41,unique,soil_saprotroph,yeast-like
GCA_023510055.1,Malassezia furfur,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,710,709,9,39,GCA_only_from_3,soil_saprotroph,yeast-like
GCF_000181695.2,Malassezia globosa,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,645,644,38,75,GCF_preferred_from_2,soil_saprotroph,yeast-like
GCF_029542785.1,Malassezia japonica,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,707,705,15,36,GCF_preferred_from_2,soil_saprotroph,yeast-like
GCA_029542845.1,Malassezia nana,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,705,703,15,38,unique,soil_saprotroph,yeast-like
GCA_029542945.1,Malassezia obtusa,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,705,704,14,39,unique,soil_saprotroph,yeast-like
GCF_001278385.1,Malassezia pachydermatis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,702,700,15,41,GCF_preferred_from_2,soil_saprotroph,yeast-like
GCA_029542765.1,Malassezia psittaci,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,709,708,12,37,unique,soil_saprotroph,yeast-like
GCF_003290485.1,Malassezia restricta,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,716,714,7,35,GCF_preferred_from_3,soil_saprotroph,yeast-like
GCA_029542825.1,Malassezia sp. CBS 17886,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,661,659,25,72,unique,soil_saprotroph,yeast-like
GCF_000349305.1,Malassezia sympodialis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,691,689,18,49,GCF_preferred_from_3,soil_saprotroph,yeast-like
GCF_029542925.1,Malassezia vespertilionis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,701,700,14,43,GCF_preferred_from_3,soil_saprotroph,yeast-like
GCA_029542965.1,Malassezia yamatoensis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota,Fungi,714,713,7,37,unique,soil_saprotroph,yeast-like
GCA_041956615.1,Malbranchea cinnamomea,Malbranchea,Malbrancheaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,744,743,3,11,unique,soil_saprotroph,filamentous_mycelium
GCA_037954225.1,Marasmiellus scandens,Marasmiellus,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,707,623,8,43,unique,litter_saprotroph,filamentous_mycelium
GCA_040437605.1,Marasmius crinis-equi,Marasmius,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,705,692,24,29,unique,litter_saprotroph,filamentous_mycelium
GCA_014904975.1,Marasmius fiardii,Marasmius,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,742,734,3,13,unique,litter_saprotroph,filamentous_mycelium
GCF_018924745.1,Marasmius oreades,Marasmius,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,736,730,6,16,GCF_preferred_from_2,litter_saprotroph,filamentous_mycelium
GCA_024721195.1,Marasmius sp. AFHP31,Marasmius,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,728,673,4,26,unique,litter_saprotroph,filamentous_mycelium
GCA_040207205.1,Marasmius tenuissimus,Marasmius,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,731,718,8,19,GCA_only_from_2,litter_saprotroph,filamentous_mycelium
GCA_024336345.1,Mariannaea sp. PMI_226,Mariannaea,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,750,747,3,5,unique,wood_saprotroph,filamentous_mycelium
GCA_025201845.1,Martensiomyces pterosporus,Martensiomyces,Kickxellaceae,Kickxellales,Kickxellomycetes,Zoopagomycota,Fungi,695,687,15,48,unique,soil_saprotroph,filamentous_mycelium
GCA_037044635.1,Martiniozyma asiatica (nom. inval.),Martiniozyma,Pichiaceae,Pichiales,Pichiomycetes,Ascomycota,Fungi,641,638,16,101,unique,nectar/tap_saprotroph,yeast-like
GCA_010093635.1,Massarina eburnea,Massarina,Massarinaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,754,751,1,3,unique,plant_pathogen,filamentous_mycelium
